prompt_type,judge_model,dataset_name,n_shots,transcript_type,concat_fewshot,aggregate_fewshot,concat_test,two_turns,model_name,win_rate_pos1,win_rate_pos2,average_win_rate,effective_win_rate,tie_rate,samples_evaluated
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio,0.0,0.0,0.0,0.5,1.0,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio+asr+tts,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.5030864197530864,0.6358024691358024,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-exp,0.4444444444444444,0.37037037037037035,0.4074074074074074,0.5277777777777778,0.24074074074074073,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-exp+asr+tts,0.3333333333333333,0.2716049382716049,0.30246913580246915,0.3734567901234568,0.1419753086419753,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,typhoon2-audio,0.14814814814814814,0.06172839506172839,0.10493827160493827,0.16358024691358025,0.11728395061728394,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,llama-omni,0.1728395061728395,0.06172839506172839,0.11728395061728394,0.12962962962962962,0.024691358024691357,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,moshi,0.0,0.012345679012345678,0.006172839506172839,0.009259259259259259,0.006172839506172839,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-text+tts,0.6419753086419753,0.4567901234567901,0.5493827160493827,0.5740740740740741,0.04938271604938271,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-text+tts,0.5308641975308642,0.37037037037037035,0.4506172839506173,0.5339506172839507,0.16666666666666666,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,diva+tts,0.5432098765432098,0.24691358024691357,0.3950617283950617,0.4074074074074074,0.024691358024691357,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,typhoon2-audio+tts,0.12345679012345678,0.06172839506172839,0.09259259259259259,0.12962962962962962,0.07407407407407407,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,qwen2-audio+tts,0.16049382716049382,0.1111111111111111,0.13580246913580246,0.21604938271604937,0.16049382716049382,81
lexical_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,asr+llama3+tts,0.8148148148148148,0.3950617283950617,0.6049382716049383,0.617283950617284,0.024691358024691357,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio,0.19753086419753085,0.2345679012345679,0.21604938271604937,0.5,0.5679012345679012,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio+asr+tts,0.25925925925925924,0.2222222222222222,0.24074074074074073,0.29320987654320985,0.10493827160493827,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-exp,0.4444444444444444,0.25925925925925924,0.35185185185185186,0.36419753086419754,0.024691358024691357,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-exp+asr+tts,0.3950617283950617,0.19753086419753085,0.2962962962962963,0.31481481481481477,0.037037037037037035,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,typhoon2-audio,0.2962962962962963,0.14814814814814814,0.2222222222222222,0.22839506172839505,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,llama-omni,0.16049382716049382,0.07407407407407407,0.11728395061728394,0.12037037037037036,0.006172839506172839,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,moshi,0.012345679012345678,0.0,0.006172839506172839,0.015432098765432098,0.018518518518518517,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-text+tts,0.4444444444444444,0.20987654320987653,0.3271604938271605,0.3395061728395062,0.024691358024691357,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-text+tts,0.48148148148148145,0.2962962962962963,0.38888888888888884,0.3919753086419753,0.006172839506172839,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,diva+tts,0.654320987654321,0.32098765432098764,0.4876543209876543,0.4876543209876543,0.0,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,typhoon2-audio+tts,0.18518518518518517,0.09876543209876543,0.1419753086419753,0.14814814814814814,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,qwen2-audio+tts,0.30864197530864196,0.19753086419753085,0.25308641975308643,0.2654320987654321,0.024691358024691357,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,asr+llama3+tts,0.7037037037037037,0.345679012345679,0.5246913580246914,0.5308641975308642,0.012345679012345678,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio,0.6172839506172839,0.024691358024691357,0.32098765432098764,0.5,0.35802469135802467,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gpt4o-audio+asr+tts,0.5061728395061729,0.08641975308641975,0.2962962962962963,0.30864197530864196,0.024691358024691357,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,0,none,False,False,False,False,gemini2-flash-exp,0.7407407407407407,0.13580246913580246,0.43827160493827155,0.4475308641975308,0.018518518518518517,81
